scenario,solver,instance_id,status,objective,elapsed_s,notes
tsp50,two_opt,tsp50_00335,ok,598676.0,0.002148076891899109,
tsp50,two_opt,tsp50_00336,ok,885715.0,0.006750135682523251,
tsp50,two_opt,tsp50_00337,ok,641306.0,0.0021192673593759537,
tsp50,two_opt,tsp50_00338,ok,645026.0,0.003435717895627022,
tsp50,two_opt,tsp50_00339,ok,666375.0,0.004287185147404671,
tsp50,two_opt,tsp50_00340,ok,693972.0,0.006861145608127117,
tsp50,two_opt,tsp50_00341,ok,523683.0,0.003491537645459175,
tsp50,two_opt,tsp50_00342,ok,656942.0,0.0035802405327558517,
tsp50,two_opt,tsp50_00343,ok,574204.0,0.004476927220821381,
tsp50,two_opt,tsp50_00344,ok,1143455.0,0.007274500094354153,
tsp50,two_opt,tsp50_00345,ok,650533.0,0.002482309937477112,
tsp50,two_opt,tsp50_00346,ok,690767.0,0.002163986675441265,
tsp50,two_opt,tsp50_00347,ok,689017.0,0.003647640347480774,
tsp50,two_opt,tsp50_00348,ok,688161.0,0.00247173011302948,
tsp50,two_opt,tsp50_00349,ok,641299.0,0.0024955198168754578,
tsp50,two_opt,tsp50_00350,ok,669034.0,0.0024592000991106033,
tsp50,two_opt,tsp50_00351,ok,573432.0,0.0037629110738635063,
tsp50,two_opt,tsp50_00352,ok,630149.0,0.004740399308502674,
tsp50,two_opt,tsp50_00353,ok,575023.0,0.002154788002371788,
tsp50,two_opt,tsp50_00354,ok,635834.0,0.0024317102506756783,
tsp50,two_opt,tsp50_00355,ok,681177.0,0.0032615968957543373,
tsp50,two_opt,tsp50_00356,ok,642946.0,0.0037940004840493202,
tsp50,two_opt,tsp50_00357,ok,872474.0,0.0021605677902698517,
tsp50,two_opt,tsp50_00358,ok,703196.0,0.0043236250057816505,
tsp50,two_opt,tsp50_00359,ok,645803.0,0.003390648402273655,
tsp50,two_opt,tsp50_00360,ok,649598.0,0.003634459339082241,
tsp50,two_opt,tsp50_00361,ok,845608.0,0.0035537388175725937,
tsp50,two_opt,tsp50_00362,ok,643566.0,0.0034757982939481735,
tsp50,two_opt,tsp50_00363,ok,661759.0,0.0037380997091531754,
tsp50,two_opt,tsp50_00364,ok,632308.0,0.00360999908298254,
tsp50,two_opt,tsp50_00365,ok,616713.0,0.0020793071016669273,
tsp50,two_opt,tsp50_00366,ok,681038.0,0.0021126270294189453,
tsp50,two_opt,tsp50_00367,ok,673001.0,0.002091377042233944,
tsp50,two_opt,tsp50_00368,ok,627720.0,0.0035807685926556587,
tsp50,two_opt,tsp50_00369,ok,619588.0,0.002121477387845516,
tsp50,two_opt,tsp50_00370,ok,672235.0,0.002326149493455887,
tsp50,two_opt,tsp50_00371,ok,648401.0,0.0032478151842951775,
tsp50,two_opt,tsp50_00372,ok,569268.0,0.0036183102056384087,
tsp50,two_opt,tsp50_00373,ok,718042.0,0.0032306667417287827,
tsp50,two_opt,tsp50_00374,ok,610891.0,0.00209781713783741,
tsp50,two_opt,tsp50_00375,ok,649957.0,0.002125316299498081,
tsp50,two_opt,tsp50_00376,ok,603531.0,0.003712330013513565,
tsp50,two_opt,tsp50_00377,ok,750199.0,0.0021112672984600067,
tsp50,two_opt,tsp50_00378,ok,663653.0,0.0023963898420333862,
tsp50,two_opt,tsp50_00379,ok,646010.0,0.003175174817442894,
