epoch,lr-Adam,step,test/max_reward,test/reward,time/epoch (s),time/inter_step (ms),time/intra_step (ms),train/loss,train/max_reward,train/reward,val/max_reward,val/reward
,,1199,,,,38.872718811035156,,,,,,
37,,1199,,,,,,-3.899646759033203,-92.375,-96.2421875,,
,,1209,,,,,7776.108503341675,,,,,
,,1209,,,,30.18021583557129,,,,,,
37,,1209,,,,,,-4.03206205368042,-92.5,-96.41015625,,
37,,1215,,,,,,,,,-92.36699676513672,-95.6400375366211
,,1216,,,459.2475554943085,,,,,,,
,0.0001,1216,,,,,,,,,,
,,1219,,,,,7815.524578094482,,,,,
,,1219,,,,33.11610221862793,,,,,,
38,,1219,,,,,,-4.487802505493164,-92.875,-96.83073425292969,,
,,1229,,,,,7731.548070907593,,,,,
,,1229,,,,29.752731323242188,,,,,,
38,,1229,,,,,,-2.7783446311950684,-91.875,-95.55989837646484,,
,,1239,,,,,10255.808591842651,,,,,
,,1239,,,,32.18483924865723,,,,,,
38,,1239,,,,,,-3.5365843772888184,-91.25,-95.17448425292969,,
38,,1247,,,,,,,,,-92.26699829101562,-95.5323715209961
,,1248,,,474.2682876586914,,,,,,,
,0.0001,1248,,,,,,,,,,
,,1249,,,,,7957.889080047607,,,,,
,,1249,,,,25.065183639526367,,,,,,
39,,1249,,,,,,-5.570002555847168,-92.625,-96.87760925292969,,
,,1259,,,,,7718.8098430633545,,,,,
,,1259,,,,28.734445571899414,,,,,,
39,,1259,,,,,,-6.5488691329956055,-92.46875,-96.45573425292969,,
,,1269,,,,,8142.431020736694,,,,,
,,1269,,,,24.364709854125977,,,,,,
39,,1269,,,,,,-4.239191055297852,-92.65625,-96.453125,,
,,1279,,,,,7552.832365036011,,,,,
,,1279,,,,33.696651458740234,,,,,,
39,,1279,,,,,,-0.9576619863510132,-91.0,-95.84375,,
39,,1279,,,,,,,,,-92.30000305175781,-95.63195037841797
,,1280,,,458.0998320579529,,,,,,,
,0.0001,1280,,,,,,,,,,
,,1289,,,,,7518.038749694824,,,,,
,,1289,,,,27.50420570373535,,,,,,
40,,1289,,,,,,-2.7883529663085938,-92.34375,-96.54948425292969,,
,,1299,,,,,7855.926036834717,,,,,
,,1299,,,,43.2581901550293,,,,,,
40,,1299,,,,,,-1.6987876892089844,-92.0,-95.96224212646484,,
,,1309,,,,,7335.244655609131,,,,,
,,1309,,,,28.988122940063477,,,,,,
40,,1309,,,,,,-4.990921974182129,-92.59375,-96.44140625,,
40,,1311,,,,,,,,,-92.28299713134766,-95.5937728881836
,,1312,,,497.0765960216522,,,,,,,
,0.0001,1312,,,,,,,,,,
,,1319,,,,,7632.688760757446,,,,,
,,1319,,,,30.025243759155273,,,,,,
41,,1319,,,,,,-4.575998783111572,-91.90625,-95.75390625,,
,,1329,,,,,8260.040044784546,,,,,
,,1329,,,,30.69138526916504,,,,,,
41,,1329,,,,,,-3.2597529888153076,-92.3125,-96.36198425292969,,
,,1339,,,,,7783.307790756226,,,,,
,,1339,,,,30.36189079284668,,,,,,
41,,1339,,,,,,-1.9351005554199219,-92.3125,-96.61979675292969,,
41,,1343,,,,,,,,,-92.35800170898438,-95.63762664794922
,,1344,,,510.5866057872772,,,,,,,
,0.0001,1344,,,,,,,,,,
,,1349,,,,,10244.102954864502,,,,,
,,1349,,,,27.793407440185547,,,,,,
42,,1349,,,,,,-7.001940727233887,-91.90625,-95.71875,,
,,1359,,,,,8128.2007694244385,,,,,
,,1359,,,,37.23454475402832,,,,,,
